Ticker,Bloomberg,MySQL,Name_kor,Name,Sector_kor,Sector,Industry_Group,Industry,Sub_Industry,Description
TDG,TDG UN,TDG_UN,트랜스다임 그룹,Transdigm Group Inc,산업재,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"TransDigm Group Incorporated operates as an aerospace manufacturing company. The Company designs, produces, and supplies highly engineered aerospace systems, subsystems, and component parts, for nearly all aircraft currently in service. TransDigm Group serves the aerospace and defense industries worldwide."
TDOC,TDOC UN,TDOC_UN,텔라닥 헬스,Teladoc Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology,"Teladoc Health, Inc. provides healthcare services. The Company diagnoses, recommends treatment, and prescribes medication for routine medical issues through phone and video consultations. Teladoc Health serves patients worldwide."
TDY,TDY UN,TDY_UN,텔레다인 테크놀로지스,Teledyne Technologies Inc,테크놀로지,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,"Teledyne Technologies Inc. provides electronic subsystems and instrumentation. The Company provides aerospace and defense electronics, digital imaging products and software, monitoring instrumentation for marine and environmental applications, harsh environment interconnect products, and subsystems for satellite communications. Teledyne also provides engineered systems."
TEAM,TEAM UW,TEAM_UW,아틀라시안,Atlassian Plc Class A,테크놀로지,Information Technology,Software & Services,Software,Application Software,"Atlassian Corporation provides technology solutions. The Company designs and develops enterprise software platform for project management, collaboration, issue tracking, integration, deployment, and support services. Atlassian serves customers worldwide."
TECH,TECH UW,TECH_UW,바이오-테크네,Bio-Techne Corp,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Bio-Techne Corp develops, manufactures and sells biotechnology products and clinical diagnostic controls. The Company specializes in proteins, cytokines, growth factors, immunoassays and small molecules."
TER,TER UW,TER_UW,테라다인,Teradyne Inc,테크놀로지,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi,"Teradyne, Inc. designs, manufactures, sells, and supports semiconductor test products and services on a worldwide basis. The Company's test equipment products and services include, semiconductor test systems, military, aerospace test instrumentation, circuit-board test, inspection systems, automotive diagnostic, and test systems."
TFC,TFC UN,TFC_UN,트루이스트 파이낸셜,Truist Financial Corporation,금융,Financials,Banks,Banks,Regional Banks,"Truist Financial Corporation provides financial services. The Company offers wide range of services including retail, small business and commercial banking, asset management, capital markets, commercial real estate, corporate and institutional banking, insurance, mortgage, payments, and specialized lending and wealth management solutions."
TFSL,TFSL UW,TFSL_UW,TFS 파이낸셜,TFS Financial Corp,금융,Financials,Financial Services,Financial Services,Commercial & Residential Mortg,TFS Financial Corporation operates as a holding company. The Bank attracts deposits from the general public and originates a variety of loans. TFS Financial operates throughout the States of Ohio and Florida.
TFX,TFX UN,TFX_UN,텔레플렉스,Teleflex Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Teleflex Incorporated is a global provider of medical technology products. The Company primarily develops, manufactures and supplies single-use medical devices used by hospitals and healthcare providers for common diagnostic and therapeutic procedures in critical care and surgical applications."
TGT,TGT UN,TGT_UN,타겟,Target Corp,필수소비재,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R,Target Corporation operates general merchandise discount stores. The Company focuses on merchandising operations which includes general merchandise and food discount stores and a fully integrated online business. Target also offers credit to qualified applicants through its branded proprietary credit cards.
THC,THC UN,THC_UN,테넷 헬스케어,Tenet Healthcare Corp,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,"Tenet Healthcare Corporation, through its subsidiaries, owns or operates general hospitals and related health care facilities serving communities in the United States. The Company operates rehabilitation hospitals, specialty hospitals, long-term care facilities, psychiatric facilities, and medical office buildings near its general hospitals, as well as ancillary health care businesses."
THG,THG UN,THG_UN,하노버 인슈어런스 그룹,Hanover Insurance Group Inc,금융,Financials,Insurance,Insurance,Property & Casualty Insurance,"The Hanover Insurance Group Inc operates as a holding company. The Company, through its subsidiaries, offers property and casualty insurance products including personal lines, commercial lines and other property casualty through independent agents. Hanover Insurance Group serves customers in the State of Massachusetts."
THO,THO UN,THO_UN,소어 인더스트리스,Thor Industries Inc,임의소비재,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,"Thor Industries, Inc. produces and sells a wide range of recreation vehicles. The Company offers motorhomes, camping, fifth-wheel, and travel trailers. Thor Industries serves customers in the United States and Canada."
TJX,TJX UN,TJX_UN,TJX 컴퍼니스,"TJX Companies, Inc.",임의소비재,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,"The TJX Companies, Inc. is an off-price apparel and home fashion retailer in the United States and worldwide. The Company operates off-price retail concepts and e-commerce sites in the US, Canada, and Europe that offer a wide range of brand name and designer merchandise."
TKR,TKR UN,TKR_UN,팀켄,Timken,산업재,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,"The Timken Company manufactures and distributes tapered roller bearings, as well as cylindrical, spherical, and precision ball bearings. The Company also produces power transmission components and assemblies, as well as systems such as helicopter transmissions."
TMO,TMO UN,TMO_UN,써모 피셔 사이언티픽,Thermo Fisher Scientific Inc,헬스케어,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Thermo Fisher Scientific, Inc. manufactures scientific instruments, consumables, and chemicals. The Company offers analytical instruments, laboratory equipment, software, services, consumables, reagents, chemicals, and supplies to pharmaceutical and biotech companies, hospitals and clinical diagnostic labs, universities, research institutions, and government agencies."
TMUS,TMUS UW,TMUS_UW,T-모바일 US,T Mobile US Inc,통신서비스,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser,"T-Mobile US, Inc. is a wireless network operator. The Company offers wireless voice, messaging, and data services. T-Mobile US serves customers in the United States."
TNDM,TNDM UQ,TNDM_UQ,탠덤 다이어비티즈 케어,Tandem Diabetes Care Inc,헬스케어,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Tandem Diabetes Care, Inc. produces medical devices. The Company designs, develops, and commercializes products for people with insulin-dependent diabetes. Tandem Diabetes Care offers its products to the medical industries in the United States."
TNL,TNL UN,TNL_UN,트래블 앤 레저,Travel & Leisure Co.,임의소비재,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","Travel + Leisure Co. operates as a hospitality company. The Company focuses on providing vacation ownership, managed rental, and exchange services, as well as owns vacation resorts and exchange properties. Travel + Leisure serves customers worldwide."
